Date,Price,Open,High,Low,Vol.,Change %
07/29/2025,2.4638,2.4276,2.4772,2.3989,20.31K,1.53%
07/28/2025,2.4266,2.3965,2.4598,2.3921,26.17K,0.85%
07/25/2025,2.4062,2.408,2.4408,2.3957,25.99K,0.73%
07/24/2025,2.3887,2.4225,2.4516,2.3581,79.84K,-1.41%
07/23/2025,2.4228,2.4228,2.4306,2.3873,63.73K,0.07%
07/22/2025,2.421,2.4639,2.464,2.3985,66.00K,-2.23%
07/21/2025,2.4761,2.427,2.479,2.4088,66.52K,0.94%
07/18/2025,2.453,2.4726,2.5939,2.447,75.47K,-0.47%
07/17/2025,2.4646,2.3916,2.4708,2.3847,51.63K,3.06%
07/16/2025,2.3915,2.413,2.4195,2.3554,52.00K,-0.57%
07/15/2025,2.4052,2.3807,2.4289,2.3646,79.68K,0.64%
07/14/2025,2.3898,2.4642,2.4819,2.3788,78.71K,-2.35%
07/11/2025,2.4474,2.3996,2.4676,2.377,58.77K,2.68%
07/10/2025,2.3835,2.4103,2.4338,2.3711,58.85K,-1.07%
07/09/2025,2.4092,2.438,2.465,2.387,74.36K,-1.31%
07/08/2025,2.4413,2.4112,2.4556,2.3952,55.45K,0.83%
07/07/2025,2.4211,2.3736,2.4356,2.373,77.93K,0.51%
07/04/2025,2.4088,2.3668,2.4187,2.3418,13.50K,1.65%
07/03/2025,2.3698,2.4165,2.4235,2.3668,78.45K,-1.74%
07/02/2025,2.4117,2.3338,2.4205,2.3207,91.30K,3.64%
07/01/2025,2.3269,2.2695,2.3385,2.2547,70.95K,-0.81%
06/30/2025,2.3458,2.321,2.3855,2.3129,2.48K,1.67%
06/27/2025,2.3072,2.3826,2.3826,2.28,16.15K,-2.24%
06/26/2025,2.3601,2.3089,2.3911,2.2964,28.46K,2.77%
06/25/2025,2.2964,2.3242,2.336,2.2817,26.03K,0.49%
06/24/2025,2.2851,2.3221,2.3221,2.22,32.31K,-2.27%
06/23/2025,2.3382,2.638,2.6706,2.2839,136.91K,-8.01%
06/20/2025,2.5418,2.531,2.695,2.5245,57.76K,-2.08%
06/19/2025,2.5959,2.5429,2.6955,2.5214,18.02K,2.47%
06/18/2025,2.5334,2.5258,2.5544,2.47,45.63K,1.13%
06/17/2025,2.5051,2.3796,2.5275,2.3699,76.83K,4.67%
06/16/2025,2.3933,2.46,2.4898,2.2998,89.39K,1.47%
06/13/2025,2.3587,2.2071,2.3963,2.2023,106.14K,7.77%
06/12/2025,2.1887,2.2185,2.2205,2.1693,60.13K,-0.75%
06/11/2025,2.2053,2.1387,2.2103,2.1272,59.59K,2.97%
06/10/2025,2.1416,2.1464,2.1751,2.1317,69.11K,-0.22%
06/09/2025,2.1464,2.1331,2.1499,2.1198,64.82K,0.99%
06/06/2025,2.1253,2.0945,2.1315,2.0799,67.99K,1.47%
06/05/2025,2.0945,2.0701,2.108,2.0606,50.80K,1.18%
06/04/2025,2.0701,2.1032,2.1118,2.06,67.25K,-1.42%
06/03/2025,2.0999,2.0546,2.1076,2.0491,74.79K,2.71%
06/02/2025,2.0445,2.0038,2.0882,2.0038,64.19K,1.35%
05/30/2025,2.0172,2.0448,2.0601,2.0065,4.03K,-1.51%
05/29/2025,2.0482,2.087,2.115,2.0429,23.87K,-1.09%
05/28/2025,2.0707,2.0596,2.0935,2.051,69.36K,0.86%
05/27/2025,2.053,2.0837,2.0937,2.0478,74.52K,-0.68%
05/26/2025,2.0671,2.07,2.0908,2.0595,10.84K,-1.02%
05/25/2025,2.0885,2.081,2.0938,2.0798,,0.53%
05/23/2025,2.0775,2.0785,2.087,2.0505,71.61K,-0.24%
05/22/2025,2.0826,2.1058,2.1058,2.0527,63.64K,-1.04%
05/21/2025,2.1044,2.1004,2.1449,2.0845,69.12K,0.49%
05/20/2025,2.0941,2.0901,2.1083,2.075,58.31K,0.13%
05/19/2025,2.0913,2.1058,2.1088,2.0761,62.26K,-2.30%
05/16/2025,2.1406,2.1672,2.182,2.135,70.19K,-1.17%
05/15/2025,2.166,2.1892,2.1929,2.1336,79.89K,-1.82%
05/14/2025,2.2061,2.18,2.2174,2.1594,85.49K,1.60%
05/13/2025,2.1713,2.1112,2.1828,2.1026,74.46K,2.85%
05/12/2025,2.1111,2.077,2.1411,2.0696,70.99K,2.16%
05/09/2025,2.0664,2.0539,2.0806,2.0454,83.83K,1.29%
05/08/2025,2.04,1.9701,2.0578,1.97,83.45K,3.21%
05/07/2025,1.9766,2.0016,2.033,1.9712,67.45K,-1.60%
05/06/2025,2.0088,1.9788,2.0299,1.9757,60.08K,1.74%
05/05/2025,1.9745,1.96,1.9901,1.9338,55.27K,-0.94%
05/02/2025,1.9932,2.0051,2.027,1.976,64.52K,-0.93%
05/01/2025,2.012,2.0023,2.0215,1.9623,72.55K,-1.21%
